Index,TS_File_Name,Declared_Duration(s),Actual_Duration(s),Difference(s),File_Size(KB),Status
59,"2025-12-15_10-38-42-000000.ts",7.98,7.979344,-0.000656000000000212,2631.4,"[OK]"
60,"2025-12-15_10-38-50-000000.ts",10.05,10.047633,-0.00236700000000134,3155.6,"[OK]"
61,"2025-12-15_10-39-13-000000.ts",9.7,9.699655,-0.000344999999999374,2567.7,"[OK]"
62,"2025-12-15_10-39-20-000000.ts",8.04,8.035078,-0.00492199999999876,2596,"[OK]"
63,"2025-12-15_10-39-28-000000.ts",8.08,8.079367,-0.00063300000000055,2532.9,"[OK]"
64,"2025-12-15_10-39-36-000000.ts",7.91,7.911522,0.00152199999999958,2724.9,"[OK]"
65,"2025-12-15_10-39-59-000000.ts",9.76,9.756311,-0.00368899999999961,2160,"[OK]"
66,"2025-12-15_10-40-06-000000.ts",7.93,7.928922,-0.00107799999999969,2397.9,"[OK]"
67,"2025-12-15_10-40-14-000000.ts",8,8.004167,0.0041670000000007,2602.3,"[OK]"
68,"2025-12-15_10-40-22-000000.ts",8.06,8.060144,0.000143999999998812,2611.3,"[OK]"
69,"2025-12-15_10-40-43-000000.ts",9.73,9.729223,-0.000777000000001138,2505.5,"[OK]"
70,"2025-12-15_10-40-50-000000.ts",7.91,7.905244,-0.00475600000000043,2702.3,"[OK]"
71,"2025-12-15_10-40-58-000000.ts",7.97,7.970367,0.000367000000000672,2576.2,"[OK]"
72,"2025-12-15_10-41-06-000000.ts",7.97,7.973322,0.00332199999999983,2589.2,"[OK]"
73,"2025-12-15_10-41-29-000000.ts",9.3,9.304634,0.00463399999999936,2464.4,"[OK]"
74,"2025-12-15_10-41-36-000000.ts",8,8.002300,0.00229999999999997,2521.3,"[OK]"
75,"2025-12-15_10-41-44-000000.ts",7.97,7.965189,-0.00481100000000012,2291.2,"[OK]"
76,"2025-12-15_10-41-52-000000.ts",8.02,8.021822,0.00182200000000066,2354.4,"[OK]"
77,"2025-12-15_10-42-15-000000.ts",9.76,9.758889,-0.00111099999999986,1996,"[OK]"
78,"2025-12-15_10-42-22-000000.ts",8.04,8.039600,-0.000399999999999068,2549.9,"[OK]"
79,"2025-12-15_10-42-30-000000.ts",7.92,7.924656,0.00465599999999977,2637.5,"[OK]"
80,"2025-12-15_10-42-38-000000.ts",8.04,8.037333,-0.00266699999999886,2649.1,"[OK]"
81,"2025-12-15_10-43-01-000000.ts",9.78,9.779434,-0.000565999999999178,2249.8,"[OK]"
82,"2025-12-15_10-43-08-000000.ts",7.98,7.975333,-0.00466700000000042,2419.6,"[OK]"
83,"2025-12-15_10-43-16-000000.ts",7.93,7.931867,0.00186700000000073,2623.9,"[OK]"
84,"2025-12-15_10-43-24-000000.ts",8.05,8.045678,-0.00432200000000016,2417.6,"[OK]"
85,"2025-12-15_10-43-47-000000.ts",9.79,9.787689,-0.00231099999999884,2692.2,"[OK]"
86,"2025-12-15_10-43-54-000000.ts",7.81,7.812644,0.00264400000000009,2578.2,"[OK]"
87,"2025-12-15_10-44-02-000000.ts",8.13,8.125422,-0.00457800000000042,2663.2,"[OK]"
88,"2025-12-15_10-44-10-000000.ts",8.01,8.012756,0.00275599999999976,2531.8,"[OK]"
89,"2025-12-15_10-44-33-000000.ts",9.56,9.556622,-0.00337799999999966,1535.8,"[OK]"
90,"2025-12-15_10-44-40-000000.ts",8.06,8.057689,-0.00231100000000062,1973.6,"[OK]"
91,"2025-12-15_10-44-48-000000.ts",8.01,8.008333,-0.00166699999999942,2648.7,"[OK]"
92,"2025-12-15_10-44-56-000000.ts",7.94,7.939711,-0.000289000000000428,2272.3,"[OK]"
93,"2025-12-15_10-45-19-000000.ts",9.44,9.439077,-0.000923000000000229,2708.9,"[OK]"
94,"2025-12-15_10-45-26-000000.ts",8.15,8.147900,-0.00210000000000043,2296.2,"[OK]"
95,"2025-12-15_10-45-34-000000.ts",7.93,7.929389,-0.000611000000000139,2540.6,"[OK]"
96,"2025-12-15_10-45-42-000000.ts",7.91,7.914956,0.00495599999999996,2473,"[OK]"
97,"2025-12-15_10-46-03-000000.ts",9.57,9.566033,-0.00396700000000116,2643.9,"[OK]"
98,"2025-12-15_10-46-10-000000.ts",7.97,7.973333,0.00333300000000047,2601,"[OK]"
99,"2025-12-15_10-46-18-000000.ts",8,8.002367,0.00236699999999956,2636.4,"[OK]"
100,"2025-12-15_10-46-26-000000.ts",7.88,7.881444,0.00144400000000022,2572.9,"[OK]"
101,"2025-12-15_10-46-49-000000.ts",9.64,9.635689,-0.00431100000000129,1951.2,"[OK]"
102,"2025-12-15_10-46-56-000000.ts",8.06,8.057210,-0.00279000000000096,2158.9,"[OK]"
103,"2025-12-15_10-47-04-000000.ts",7.89,7.892567,0.00256699999999999,2279.5,"[OK]"
104,"2025-12-15_10-47-12-000000.ts",8.09,8.087644,-0.00235600000000069,1780.7,"[OK]"
